iter	Passed	Remaining
685	1863	852
686	1864	849
687	1867	846
688	1869	843
689	1870	840
690	1872	837
691	1873	833
692	1874	830
693	1876	827
694	1877	824
695	1879	820
696	1881	817
697	1883	814
698	1884	811
699	1886	808
700	1887	805
701	1888	801
702	1890	798
703	1891	795
704	1893	792
705	1894	789
706	1896	785
707	1900	783
708	1901	780
709	1903	777
710	1904	774
711	1906	771
712	1907	767
713	1909	764
714	1910	761
715	1912	758
716	1915	756
717	1917	753
718	1918	749
719	1922	747
720	1924	744
721	1925	741
722	1927	738
723	1930	736
724	1933	733
725	1935	730
726	1936	727
727	1938	724
728	1939	721
729	1941	717
730	1942	714
731	1946	712
732	1947	709
733	1949	706
734	1950	703
735	1952	700
736	1953	697
737	1955	694
738	1956	691
739	1958	687
740	1960	685
741	1962	682
742	1963	679
743	1965	676
744	1967	673
745	1968	670
746	1970	667
747	1971	664
748	1973	661
749	1974	658
750	1977	655
751	1978	652
752	1979	649
753	1981	646
754	1983	643
755	1984	640
756	1986	637
757	1987	634
758	1989	631
759	1990	628
760	1992	625
761	1994	622
762	1995	619
763	1998	617
764	2000	614
765	2001	611
766	2002	608
767	2004	605
768	2006	602
769	2008	599
770	2009	597
771	2011	594
772	2013	591
773	2014	588
774	2016	585
775	2017	582
776	2019	579
777	2020	576
778	2023	574
779	2024	571
780	2026	568
781	2027	565
782	2028	562
783	2030	559
784	2031	556
785	2033	553
786	2034	550
787	2036	547
788	2039	545
789	2040	542
790	2042	539
791	2044	536
792	2045	534
793	2048	531
794	2050	528
795	2051	525
796	2053	522
797	2055	520
798	2056	517
799	2058	514
800	2059	511
801	2061	508
802	2062	505
803	2064	503
804	2065	500
805	2067	497
806	2069	494
807	2072	492
808	2073	489
809	2074	486
810	2076	483
811	2077	481
812	2079	478
813	2080	475
814	2082	472
815	2084	469
816	2086	467
817	2087	464
818	2089	461
819	2090	458
820	2091	456
821	2093	453
822	2094	450
823	2096	447
824	2097	444
825	2099	442
826	2101	439
827	2102	436
828	2104	434
829	2105	431
830	2106	428
831	2108	425
832	2109	422
833	2111	420
834	2112	417
835	2114	414
836	2116	412
837	2118	409
838	2119	406
839	2121	404
840	2122	401
841	2124	398
842	2125	395
843	2127	393
844	2128	390
845	2130	387
846	2133	385
847	2134	382
848	2135	379
849	2137	377
850	2138	374
851	2140	371
852	2141	369
853	2143	366
854	2144	363
855	2146	361
856	2148	358
857	2149	355
858	2151	353
859	2152	350
860	2155	347
861	2157	345
862	2158	342
863	2160	340
864	2162	337
865	2165	335
866	2166	332
867	2169	329
868	2170	327
869	2172	324
870	2174	321
871	2175	319
872	2177	316
873	2179	314
874	2181	311
875	2182	308
876	2184	306
877	2185	303
878	2187	301
879	2188	298
880	2189	295
881	2191	293
882	2192	290
883	2194	287
884	2196	285
885	2197	282
886	2199	280
887	2201	277
888	2202	275
889	2204	272
890	2205	269
891	2207	267
892	2208	264
893	2210	262
894	2212	259
895	2214	256
896	2215	254
897	2216	251
898	2218	249
899	2219	246
900	2221	244
901	2222	241
902	2224	238
903	2226	236
904	2228	233
905	2229	231
906	2231	228
907	2232	226
908	2233	223
909	2235	221
910	2238	218
911	2240	216
912	2245	213
913	2248	211
914	2250	209
915	2253	206
916	2255	204
917	2259	201
918	2261	199
919	2263	196
920	2264	194
921	2266	191
922	2268	189
923	2269	186
924	2271	184
925	2274	181
926	2276	179
927	2278	176
928	2280	174
929	2284	171
930	2286	169
931	2290	167
932	2292	164
933	2293	162
934	2295	159
935	2297	157
936	2298	154
937	2300	152
938	2301	149
939	2303	147
940	2306	144
941	2309	142
942	2310	139
943	2312	137
944	2313	134
945	2315	132
946	2316	129
947	2318	127
948	2321	124
949	2323	122
950	2325	119
951	2326	117
952	2328	114
953	2329	112
954	2331	109
955	2333	107
956	2335	104
957	2337	102
958	2339	100
959	2341	97
960	2342	95
961	2344	92
962	2346	90
963	2347	87
964	2349	85
965	2351	82
966	2353	80
967	2354	77
968	2356	75
969	2358	72
970	2359	70
971	2361	68
972	2362	65
973	2364	63
974	2367	60
975	2369	58
976	2370	55
977	2372	53
978	2373	50
979	2375	48
980	2376	46
981	2378	43
982	2380	41
983	2381	38
984	2384	36
985	2385	33
986	2387	31
987	2388	29
988	2389	26
989	2391	24
990	2393	21
991	2395	19
992	2397	16
993	2400	14
994	2402	12
995	2404	9
996	2406	7
997	2407	4
998	2409	2
999	2410	0
